"","X","Region","Year","Taxon","Depth","Length"
"18824",18824,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN NUDIFRONS",112,13
"18825",18825,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN NUDIFRONS",112,11
"18826",18826,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN NUDIFRONS",112,11
"18827",18827,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN NUDIFRONS",112,10
"18828",18828,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN NUDIFRONS",112,12
"18829",18829,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",112,16
"18830",18830,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",112,17
"18831",18831,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",112,18
"18832",18832,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",112,15
"18833",18833,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",112,14
"18834",18834,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",112,18
"18835",18835,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",112,15
"18836",18836,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",112,15
"18837",18837,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",112,16
"18838",18838,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",112,13
"18839",18839,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",112,14
"18840",18840,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",112,15
"18841",18841,"Antarctic Peninsula",2006,"NOTOTHENIA CORIICEPS",112,33
"18842",18842,"Antarctic Peninsula",2006,"NOTOTHENIA CORIICEPS",112,33
"18843",18843,"Antarctic Peninsula",2006,"NOTOTHENIA CORIICEPS",112,39
"18844",18844,"Antarctic Peninsula",2006,"NOTOTHENIA CORIICEPS",112,33
"18845",18845,"Antarctic Peninsula",2006,"NOTOTHENIA CORIICEPS",112,47
"18846",18846,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,34
"18847",18847,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,38
"18848",18848,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,25
"18849",18849,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,31
"18850",18850,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,38
"18851",18851,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,26
"18852",18852,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,29
"18853",18853,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,23
"18854",18854,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,25
"18855",18855,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,32
"18856",18856,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,25
"18857",18857,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,27
"18858",18858,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,32
"18859",18859,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,34
"18860",18860,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,22
"18861",18861,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,30
"18862",18862,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,41
"18863",18863,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,25
"18864",18864,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,31
"18865",18865,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,25
"18866",18866,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,20
"18867",18867,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,23
"18868",18868,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,28
"18869",18869,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,25
"18870",18870,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,23
"18871",18871,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,27
"18872",18872,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,30
"18873",18873,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,20
"18874",18874,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,32
"18875",18875,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,23
"18876",18876,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,28
"18877",18877,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,19
"18878",18878,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,20
"18879",18879,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,21
"18880",18880,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,23
"18881",18881,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,24
"18882",18882,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,19
"18883",18883,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,22
"18884",18884,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,22
"18885",18885,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,24
"18886",18886,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,36
"18887",18887,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,21
"18888",18888,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,32
"18889",18889,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,22
"18890",18890,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,24
"18891",18891,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,22
"18892",18892,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,24
"18893",18893,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,28
"18894",18894,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,20
"18895",18895,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,21
"18896",18896,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,22
"18897",18897,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,27
"18898",18898,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,27
"18899",18899,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,26
"18900",18900,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,26
"18901",18901,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,25
"18902",18902,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",112,26
"18903",18903,"Antarctic Peninsula",2006,"TREMATOMUS EULEPIDOTUS",234,21
"18904",18904,"Antarctic Peninsula",2006,"TREMATOMUS EULEPIDOTUS",234,21
"18905",18905,"Antarctic Peninsula",2006,"TREMATOMUS EULEPIDOTUS",234,26
"18906",18906,"Antarctic Peninsula",2006,"TREMATOMUS EULEPIDOTUS",234,21
"18907",18907,"Antarctic Peninsula",2006,"TREMATOMUS EULEPIDOTUS",234,22
"18908",18908,"Antarctic Peninsula",2006,"TREMATOMUS EULEPIDOTUS",234,24
"18909",18909,"Antarctic Peninsula",2006,"TREMATOMUS EULEPIDOTUS",234,23
"18910",18910,"Antarctic Peninsula",2006,"TREMATOMUS EULEPIDOTUS",234,24
"18911",18911,"Antarctic Peninsula",2006,"TREMATOMUS EULEPIDOTUS",234,24
"18912",18912,"Antarctic Peninsula",2006,"CHIONODRACO RASTROSPINOSUS",234,38
"18913",18913,"Antarctic Peninsula",2006,"CHIONODRACO RASTROSPINOSUS",234,35
"18914",18914,"Antarctic Peninsula",2006,"TREMATOMUS EULEPIDOTUS",505,26
"18915",18915,"Antarctic Peninsula",2006,"TREMATOMUS EULEPIDOTUS",505,28
"18916",18916,"Antarctic Peninsula",2006,"TREMATOMUS EULEPIDOTUS",505,26
"18917",18917,"Antarctic Peninsula",2006,"TREMATOMUS EULEPIDOTUS",505,28
"18918",18918,"Antarctic Peninsula",2006,"TREMATOMUS EULEPIDOTUS",505,28
"18919",18919,"Antarctic Peninsula",2006,"TREMATOMUS EULEPIDOTUS",505,27
"18920",18920,"Antarctic Peninsula",2006,"TREMATOMUS EULEPIDOTUS",505,25
"18921",18921,"Antarctic Peninsula",2006,"TREMATOMUS EULEPIDOTUS",505,23
"18922",18922,"Antarctic Peninsula",2006,"NEOPAGETOPSIS IONAH",505,43
"18923",18923,"Antarctic Peninsula",2006,"PLEURAGRAMMA ANTARCTICUM",505,19
"18924",18924,"Antarctic Peninsula",2006,"PLEURAGRAMMA ANTARCTICUM",505,22
"18925",18925,"Antarctic Peninsula",2006,"PLEURAGRAMMA ANTARCTICUM",505,18
"18926",18926,"Antarctic Peninsula",2006,"PLEURAGRAMMA ANTARCTICUM",505,117
"18927",18927,"Antarctic Peninsula",2006,"PLEURAGRAMMA ANTARCTICUM",505,172
"18928",18928,"Antarctic Peninsula",2006,"PLEURAGRAMMA ANTARCTICUM",505,165
"18929",18929,"Antarctic Peninsula",2006,"PLEURAGRAMMA ANTARCTICUM",505,174
"18930",18930,"Antarctic Peninsula",2006,"PLEURAGRAMMA ANTARCTICUM",505,173
"18931",18931,"Antarctic Peninsula",2006,"PLEURAGRAMMA ANTARCTICUM",505,185
"18932",18932,"Antarctic Peninsula",2006,"PLEURAGRAMMA ANTARCTICUM",505,171
"18933",18933,"Antarctic Peninsula",2006,"PLEURAGRAMMA ANTARCTICUM",505,147
"18934",18934,"Antarctic Peninsula",2006,"PLEURAGRAMMA ANTARCTICUM",505,201
"18935",18935,"Antarctic Peninsula",2006,"CHIONODRACO RASTROSPINOSUS",234,35
"18936",18936,"Antarctic Peninsula",2006,"CHIONODRACO RASTROSPINOSUS",234,40
"18937",18937,"Antarctic Peninsula",2006,"CHIONODRACO RASTROSPINOSUS",234,35
"18938",18938,"Antarctic Peninsula",2006,"CHIONODRACO RASTROSPINOSUS",234,40
"18939",18939,"Antarctic Peninsula",2006,"CHIONODRACO RASTROSPINOSUS",234,34
"18940",18940,"Antarctic Peninsula",2006,"CHIONODRACO RASTROSPINOSUS",234,41
"18941",18941,"Antarctic Peninsula",2006,"CHIONODRACO RASTROSPINOSUS",234,35
"18942",18942,"Antarctic Peninsula",2006,"CHIONODRACO RASTROSPINOSUS",234,35
"18943",18943,"Antarctic Peninsula",2006,"CHIONODRACO RASTROSPINOSUS",234,36
"18944",18944,"Antarctic Peninsula",2006,"CHIONODRACO RASTROSPINOSUS",234,32
"18945",18945,"Antarctic Peninsula",2006,"NOTOTHENIA CORIICEPS",234,37
"18946",18946,"Antarctic Peninsula",2006,"CHAENODRACO WILSONI",234,31
"18947",18947,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN NUDIFRONS",234,17
"18948",18948,"Antarctic Peninsula",2006,"GYMNODRACO ACUTICEPS",234,28
"18949",18949,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",234,17
"18950",18950,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",234,15
"18951",18951,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",234,13
"18952",18952,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",234,15
"18953",18953,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",234,24
"18954",18954,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",234,34
"18955",18955,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",234,29
"18956",18956,"Antarctic Peninsula",2006,"CHAENODRACO WILSONI",440,30
"18957",18957,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",234,24
"18958",18958,"Antarctic Peninsula",2006,"GOBIONOTOTHEN GIBBERIFRONS",234,25
"18959",18959,"Antarctic Peninsula",2006,"TREMATOMUS EULEPIDOTUS",342,26
"18960",18960,"Antarctic Peninsula",2006,"TREMATOMUS EULEPIDOTUS",342,24
"18961",18961,"Antarctic Peninsula",2006,"TREMATOMUS EULEPIDOTUS",342,23
"18962",18962,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN NUDIFRONS",342,15
"18963",18963,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",460,20
"18964",18964,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",460,17
"18965",18965,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",460,20
"18966",18966,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",460,17
"18967",18967,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",460,20
"18968",18968,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",460,20
"18969",18969,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",460,20
"18970",18970,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",460,19
"18971",18971,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",460,19
"18972",18972,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",460,16
"18973",18973,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",460,18
"18974",18974,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",460,18
"18975",18975,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",460,18
"18976",18976,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",460,18
"18977",18977,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",460,18
"18978",18978,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",460,17
"18979",18979,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",460,16
"18980",18980,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN LARSENI",460,16
"18981",18981,"Antarctic Peninsula",2006,"CHIONODRACO RASTROSPINOSUS",460,39
"18982",18982,"Antarctic Peninsula",2006,"CHIONODRACO RASTROSPINOSUS",460,39
"18983",18983,"Antarctic Peninsula",2006,"CHIONODRACO RASTROSPINOSUS",460,30
"18984",18984,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN SQUAMIFRONS",460,40
"18985",18985,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN SQUAMIFRONS",460,25
"18986",18986,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN SQUAMIFRONS",460,28
"18987",18987,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN SQUAMIFRONS",460,28
"18988",18988,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN SQUAMIFRONS",460,25
"18989",18989,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN SQUAMIFRONS",460,30
"18990",18990,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN SQUAMIFRONS",460,29
"18991",18991,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN SQUAMIFRONS",460,24
"18992",18992,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN SQUAMIFRONS",460,41
"18993",18993,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN SQUAMIFRONS",460,28
"18994",18994,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN SQUAMIFRONS",460,26
"18995",18995,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN SQUAMIFRONS",460,30
"18996",18996,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN SQUAMIFRONS",460,29
"18997",18997,"Antarctic Peninsula",2006,"LEPIDONOTOTHEN SQUAMIFRONS",460,31
