"","X","Region","Year","Taxon","Depth","Length"
"3037",3037,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",135,43
"3038",3038,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",135,47
"3039",3039,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",135,53
"3040",3040,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",136,36
"3041",3041,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",136,37
"3042",3042,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",136,38
"3043",3043,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",136,39
"3044",3044,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",136,40
"3045",3045,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",136,41
"3046",3046,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",136,42
"3047",3047,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",136,43
"3048",3048,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",136,44
"3049",3049,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",136,45
"3050",3050,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",136,46
"3051",3051,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",136,47
"3052",3052,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",136,49
"3053",3053,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",136,50
"3054",3054,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",136,52
"3055",3055,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",136,53
"3056",3056,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",136,54
"3057",3057,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",136,56
"3058",3058,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",136,57
"3059",3059,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",136,58
"3060",3060,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",136,60
"3061",3061,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",136,62
"3062",3062,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,22
"3063",3063,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,30
"3064",3064,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,33
"3065",3065,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,34
"3066",3066,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,35
"3067",3067,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,36
"3068",3068,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,37
"3069",3069,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,38
"3070",3070,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,39
"3071",3071,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,40
"3072",3072,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,45
"3073",3073,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,47
"3074",3074,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,48
"3075",3075,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,54
"3076",3076,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,61
"3077",3077,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,28
"3078",3078,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,30
"3079",3079,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,32
"3080",3080,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,33
"3081",3081,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,34
"3082",3082,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,35
"3083",3083,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,36
"3084",3084,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,37
"3085",3085,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,38
"3086",3086,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,39
"3087",3087,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,40
"3088",3088,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,41
"3089",3089,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,42
"3090",3090,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,43
"3091",3091,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,44
"3092",3092,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,47
"3093",3093,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,49
"3094",3094,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,50
"3095",3095,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,51
"3096",3096,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,52
"3097",3097,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,55
"3098",3098,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",138,62
"3099",3099,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",143,35
"3100",3100,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",143,37
"3101",3101,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",143,38
"3102",3102,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",143,40
"3103",3103,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",143,41
"3104",3104,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",143,42
"3105",3105,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",143,43
"3106",3106,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",143,44
"3107",3107,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",143,47
"3108",3108,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",143,49
"3109",3109,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",143,51
"3110",3110,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",143,52
"3111",3111,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",143,55
"3112",3112,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",143,56
"3113",3113,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",143,57
"3114",3114,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",143,58
"3115",3115,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",143,60
"3116",3116,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",143,61
"3117",3117,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",143,62
"3118",3118,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",143,64
"3119",3119,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",149,25
"3120",3120,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",149,29
"3121",3121,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",149,32
"3122",3122,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",149,33
"3123",3123,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",149,34
"3124",3124,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",149,35
"3125",3125,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",149,36
"3126",3126,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",149,37
"3127",3127,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",149,38
"3128",3128,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",149,39
"3129",3129,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",149,40
"3130",3130,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",149,43
"3131",3131,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",149,45
"3132",3132,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",149,50
"3133",3133,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",149,52
"3134",3134,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",149,59
"3135",3135,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",166,22
"3136",3136,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",166,28
"3137",3137,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",166,30
"3138",3138,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",166,31
"3139",3139,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",166,32
"3140",3140,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",166,33
"3141",3141,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",166,34
"3142",3142,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",166,35
"3143",3143,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",166,36
"3144",3144,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",166,37
"3145",3145,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",166,38
"3146",3146,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",166,39
"3147",3147,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",166,40
"3148",3148,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",166,42
"3149",3149,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",166,44
"3150",3150,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",166,45
"3151",3151,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",166,48
"3152",3152,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",166,49
"3153",3153,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",166,50
"3154",3154,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",166,51
"3155",3155,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",166,55
"3156",3156,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,27
"3157",3157,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,30
"3158",3158,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,31
"3159",3159,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,32
"3160",3160,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,34
"3161",3161,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,35
"3162",3162,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,36
"3163",3163,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,37
"3164",3164,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,38
"3165",3165,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,40
"3166",3166,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,41
"3167",3167,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,43
"3168",3168,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,44
"3169",3169,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,46
"3170",3170,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,48
"3171",3171,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,49
"3172",3172,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,51
"3173",3173,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,55
"3174",3174,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,58
"3175",3175,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,60
"3176",3176,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,64
"3177",3177,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,65
"3178",3178,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,66
"3179",3179,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,67
"3180",3180,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",171,70
"3181",3181,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,21
"3182",3182,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,22
"3183",3183,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,26
"3184",3184,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,27
"3185",3185,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,29
"3186",3186,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,30
"3187",3187,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,31
"3188",3188,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,32
"3189",3189,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,33
"3190",3190,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,34
"3191",3191,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,35
"3192",3192,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,36
"3193",3193,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,37
"3194",3194,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,38
"3195",3195,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,39
"3196",3196,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,40
"3197",3197,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,41
"3198",3198,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,42
"3199",3199,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,43
"3200",3200,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,44
"3201",3201,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,45
"3202",3202,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,46
"3203",3203,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,47
"3204",3204,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,48
"3205",3205,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,49
"3206",3206,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,50
"3207",3207,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,52
"3208",3208,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,55
"3209",3209,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,56
"3210",3210,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,58
"3211",3211,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,59
"3212",3212,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,60
"3213",3213,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,62
"3214",3214,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,63
"3215",3215,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,29
"3216",3216,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,31
"3217",3217,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,32
"3218",3218,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,33
"3219",3219,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,34
"3220",3220,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,35
"3221",3221,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,36
"3222",3222,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,37
"3223",3223,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,38
"3224",3224,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,39
"3225",3225,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,40
"3226",3226,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,41
"3227",3227,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,42
"3228",3228,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,43
"3229",3229,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,44
"3230",3230,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,45
"3231",3231,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,46
"3232",3232,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,48
"3233",3233,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,49
"3234",3234,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,50
"3235",3235,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,53
"3236",3236,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,54
"3237",3237,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,55
"3238",3238,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,56
"3239",3239,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,57
"3240",3240,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,59
"3241",3241,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,61
"3242",3242,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,62
"3243",3243,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,31
"3244",3244,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,32
"3245",3245,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,33
"3246",3246,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,34
"3247",3247,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,35
"3248",3248,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,36
"3249",3249,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,37
"3250",3250,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,38
"3251",3251,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,39
"3252",3252,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,40
"3253",3253,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,41
"3254",3254,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,42
"3255",3255,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,43
"3256",3256,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,44
"3257",3257,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,46
"3258",3258,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,49
"3259",3259,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,50
"3260",3260,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,51
"3261",3261,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,55
"3262",3262,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,59
"3263",3263,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,62
"3264",3264,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,27
"3265",3265,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,28
"3266",3266,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,31
"3267",3267,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,33
"3268",3268,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,34
"3269",3269,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,35
"3270",3270,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,36
"3271",3271,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,37
"3272",3272,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,38
"3273",3273,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,39
"3274",3274,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,40
"3275",3275,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,41
"3276",3276,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,45
"3277",3277,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,53
"3278",3278,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,56
"3279",3279,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,65
"3280",3280,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,22
"3281",3281,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,24
"3282",3282,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,28
"3283",3283,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,35
"3284",3284,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,36
"3285",3285,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,37
"3286",3286,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,38
"3287",3287,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,39
"3288",3288,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,40
"3289",3289,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,41
"3290",3290,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,42
"3291",3291,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,43
"3292",3292,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,44
"3293",3293,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,45
"3294",3294,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,46
"3295",3295,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,47
"3296",3296,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,48
"3297",3297,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,49
"3298",3298,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,50
"3299",3299,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,51
"3300",3300,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,52
"3301",3301,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,53
"3302",3302,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,54
"3303",3303,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,55
"3304",3304,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,56
"3305",3305,"South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,57
